"description","record_count","total_passengers","origin_airport_dot_id","origin_airport_iata","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_WAC","airport_type","latitude","longitude","iso_country","municipality","iso_region","gps_code","local_code","continent","elevation_feet"
"Brasilia, Brazil: Presidente Juscelino Kubitschek International",149,357865,10758,"BSB","Brasilia, Brazil","",316,"large_airport",-15.8691673278809,-47.9208335876465,"BR","Brasília","BR-DF","SBBR","","SA",3497
"Paris, France: Paris Orly",170,357689,13943,"ORY","Paris, France","",427,"large_airport",48.7252998352,2.35944008827,"FR","Paris","FR-J","LFPO","","EU",291
"Budapest, Hungary: Budapest Liszt Ferenc International",136,355648,10790,"BUD","Budapest, Hungary","",437,"large_airport",47.4369010925,19.2555999756,"HU","Budapest","HU-PE","LHBP","","EU",495
"Homer, AK: Homer Airport",3049,355532,12184,"HOM","Homer, AK","AK",1,"medium_airport",59.6455993652344,-151.477005004883,"US","Homer","US-AK","PAHO","HOM","NA",84
"Niagara Falls, NY: Niagara Falls International",772,354141,12265,"IAG","Niagara Falls, NY","NY",22,"medium_airport",43.1072998046875,-78.9461975097656,"US","Niagara Falls","US-NY","KIAG","IAG","NA",589
"Zacatecas, Mexico: General Leobardo C. Ruiz International",444,348915,16293,"ZCL","Zacatecas, Mexico","",148,"medium_airport",22.8971004486,-102.68699646,"MX","Zacatecas","MX-ZAC","MMZC","","NA",7141
"New Haven, CT: Tweed New Haven",275,347973,12244,"HVN","New Haven, CT","CT",11,"medium_airport",41.26369858,-72.88680267,"US","New Haven","US-CT","KHVN","HVN","NA",12
"Wrangell, AK: Wrangell Airport",826,347408,15841,"WRG","Wrangell, AK","AK",1,"medium_airport",56.48429871,-132.3699951,"US","Wrangell","US-AK","PAWG","WRG","NA",49
"Dubuque, IA: Dubuque Regional",406,347091,11274,"DBQ","Dubuque, IA","IA",61,"large_airport",42.40200043,-90.70950317,"US","Dubuque","US-IA","KDBQ","DBQ","NA",1077
"Gunnison, CO: Gunnison-Crested Butte Regional",272,344695,12012,"GUC","Gunnison, CO","CO",82,"small_airport",38.53390121,-106.9329987,"US","Gunnison","US-CO","KGUC","GUC","NA",7680
"Valdosta, GA: Valdosta Regional",200,342624,15607,"VLD","Valdosta, GA","GA",34,"medium_airport",30.7824993133545,-83.2767028808594,"US","Valdosta","US-GA","KVLD","VLD","NA",203
"Jeddah, Saudi Arabia: King Abdulaziz International",264,335249,12472,"JED","Jeddah, Saudi Arabia","",670,"large_airport",21.679599762,39.15650177,"SA","Jeddah","SA-02","OEJN","","AS",48
"Grenada, Grenada: Maurice Bishop International",455,318810,11950,"GND","Grenada, Grenada","",273,"medium_airport",12.0041999816895,-61.7862014770508,"GD","Saint George's","GD-GE","TGPY","","NA",41
"Butte, MT: Bert Mooney",258,313442,10779,"BTM","Butte, MT","MT",84,"medium_airport",45.9547996520996,-112.497001647949,"US","Butte","US-MT","KBTM","BTM","NA",5550
"Albany, GA: Southwest Georgia Regional",634,311131,10146,"ABY","Albany, GA","GA",34,"medium_airport",31.5354995727539,-84.1945037841797,"US","Albany","US-GA","KABY","ABY","NA",197
"Twin Falls, ID: Joslin Field - Magic Valley Regional",548,306385,15389,"TWF","Twin Falls, ID","ID",83,"medium_airport",42.48180008,-114.487999,"US","Twin Falls","US-ID","KTWF","TWF","NA",4154
"Dillingham, AK: Dillingham Airport",9164,305434,11336,"DLG","Dillingham, AK","AK",1,"medium_airport",59.04470062,-158.5050049,"US","Dillingham","US-AK","PADL","DLG","NA",81
"Columbus, MS: Golden Triangle Regional",430,303627,12007,"GTR","Columbus, MS","MS",53,"medium_airport",33.4502983093,-88.5914001465,"US","Columbus/W Point/Starkville","US-MS","KGTR","GTR","NA",264
"Sioux City, IA: Sioux Gateway/Col. Bud Day Field",393,302436,15048,"SUX","Sioux City, IA","IA",61,"large_airport",42.40259933,-96.38439941,"US","Sioux City","US-IA","KSUX","SUX","NA",1098
"Manhattan/Ft. Riley, KS: Manhattan Regional",708,300534,13290,"MHK","Manhattan/Ft. Riley, KS","KS",62,"medium_airport",39.140998840332,-96.6707992553711,"US","Manhattan","US-KS","KMHK","MHK","NA",1057
"Manzanillo, Mexico: Playa de Oro International",473,300074,16306,"ZLO","Manzanillo, Mexico","",148,"medium_airport",19.1448001862,-104.558998108,"MX","Manzanillo","MX-COL","MMZO","","NA",30
"Latrobe, PA: Arnold Palmer Regional",543,297373,12898,"LBE","Latrobe, PA","PA",23,"medium_airport",40.27590179,-79.40480042,"US","Latrobe","US-PA","KLBE","LBE","NA",1199
"Cordova, AK: Merle K Mudhole Smith",1571,295731,10926,"CDV","Cordova, AK","AK",1,"medium_airport",60.4917984,-145.4779968,"US","Cordova","US-AK","PACV","CDV","NA",54
"San Luis Potosi, Mexico: Ponciano Arriaga International",603,289441,14879,"SLP","San Luis Potosi, Mexico","",148,"medium_airport",22.2542991638,-100.930999756,"MX","San Luis Potosí","MX-SLP","MMSP","","NA",6035
"La Romana, Dominican Republic: Casa de Campo International",345,279623,13068,"LRM","La Romana, Dominican Republic","",224,"medium_airport",18.4507007598877,-68.9117965698242,"DO","La Romana","DO-12","MDLR","","NA",240
"Gillette, WY: Gillette Campbell County",805,279190,11865,"GCC","Gillette, WY","WY",88,"medium_airport",44.3488998413,-105.539001465,"US","Gillette","US-WY","KGCC","GCC","NA",4365
"Montevideo, Uruguay: Carrasco International",143,277217,13532,"MVD","Montevideo, Uruguay","",385,"large_airport",-34.8384017944336,-56.0307998657227,"UY","Montevideo","UY-MO","SUMU","","SA",105
"Roatan Island, Honduras: Juan Manuel Galvez International",533,276439,14637,"RTB","Roatan Island, Honduras","",131,"medium_airport",16.3167991638184,-86.5230026245117,"HN","Roatan Island","HN-IB","MHRO","","NA",18
"Rhinelander, WI: Rhinelander/Oneida County",602,274322,14520,"RHI","Rhinelander, WI","WI",45,"medium_airport",45.6311988830566,-89.4674987792969,"US","Rhinelander","US-WI","KRHI","RHI","NA",1624
"Texarkana, AR: Texarkana Regional-Webb Field",441,274076,15401,"TXK","Texarkana, AR","AR",71,"medium_airport",33.4537010192871,-93.9909973144531,"US","Texarkana","US-AR","KTXK","TXK","NA",390
"Bristol, United Kingdom: Bristol Airport",109,271351,10750,"BRS","Bristol, United Kingdom","",493,"large_airport",51.3827018737793,-2.7190899848938,"GB","Bristol","GB-ENG","EGGD","","EU",622
"Elko, NV: Elko Regional",541,265784,11525,"EKO","Elko, NV","NV",85,"medium_airport",40.8249015808105,-115.791999816895,"US","Elko","US-NV","KEKO","EKO","NA",5140
"Belo Horizonte, Brazil: Tancredo Neves International",103,264879,11082,"CNF","Belo Horizonte, Brazil","",316,"large_airport",-19.6244430541992,-43.9719429016113,"BR","Belo Horizonte","BR-MG","SBCF","","SA",2715
"Walla Walla, WA: Walla Walla Regional",195,264868,10275,"ALW","Walla Walla, WA","WA",93,"medium_airport",46.09489822,-118.288002,"US","Walla Walla","US-WA","KALW","ALW","NA",1194
"Seattle, WA: Lake Union Terminal",3912,264521,13002,"LKE","Seattle, WA","WA",93,"seaplane_base",47.6290016174,-122.338996887,"US","Seattle","US-WA","W55","W55","NA",14
"Brunswick, GA: Brunswick Golden Isles",158,263407,10731,"BQK","Brunswick, GA","GA",34,"medium_airport",31.2588005065918,-81.4664993286133,"US","Brunswick","US-GA","KBQK","BQK","NA",26
"Toluca, Mexico: Licenciado Adolfo Lopez Mateos International",725,260692,15246,"TLC","Toluca, Mexico","",148,"medium_airport",19.3370990753,-99.5660018921,"MX","Toluca","MX-MEX","MMTO","","NA",8466
"Unalaska, AK: Unalaska Airport",2675,254580,11445,"DUT","Unalaska, AK","AK",1,"medium_airport",53.9001007080078,-166.544006347656,"US","Unalaska","US-AK","PADU","DUT","NA",22
"Beaumont/Port Arthur, TX: Jack Brooks Regional",382,253078,10728,"BPT","Beaumont/Port Arthur, TX","TX",74,"medium_airport",29.9507999420166,-94.0206985473633,"US","Beaumont/Port Arthur","US-TX","KBPT","BPT","NA",15
"Seattle, WA: Boeing Field/King County International",4494,250256,10559,"BFI","Seattle, WA","WA",93,"large_airport",47.5299987792969,-122.302001953125,"US","Seattle","US-WA","KBFI","BFI","NA",21
"Chihuahua, Mexico: General Roberto Fierro Villalobos International",766,249867,11187,"CUU","Chihuahua, Mexico","",148,"medium_airport",28.7028999329,-105.964996338,"MX","Chihuahua","MX-CHH","MMCU","","NA",4462
"Roswell, NM: Roswell International Air Center",529,248575,14588,"ROW","Roswell, NM","NM",86,"medium_airport",33.3016014099121,-104.53099822998,"US","Roswell","US-NM","KROW","ROW","NA",3671
"Pocatello, ID: Pocatello Regional",500,247250,14113,"PIH","Pocatello, ID","ID",83,"medium_airport",42.9098014831543,-112.596000671387,"US","Pocatello","US-ID","KPIH","PIH","NA",4452
"Columbia, MO: Columbia Regional",683,245882,11111,"COU","Columbia, MO","MO",64,"medium_airport",38.8180999755859,-92.219596862793,"US","Columbia","US-MO","KCOU","COU","NA",889
"Cody, WY: Yellowstone Regional",423,245736,11097,"COD","Cody, WY","WY",88,"medium_airport",44.520198822,-109.024002075,"US","Cody","US-WY","KCOD","COD","NA",5102
"North Bend/Coos Bay, OR: Southwest Oregon Regional",910,245306,13964,"OTH","North Bend/Coos Bay, OR","OR",92,"medium_airport",43.4170989990234,-124.246002197266,"US","North Bend","US-OR","KOTH","OTH","NA",17
"Queretaro, Mexico: Queretaro Intercontinental",700,245221,16477,"QRO","Queretaro, Mexico","",148,"medium_airport",20.6173000336,-100.185997009,"MX","Querétaro","MX-QUE","MMQT","","NA",6296
"Grand Island, NE: Central Nebraska Regional",738,243230,11980,"GRI","Grand Island, NE","NE",65,"medium_airport",40.9674987792969,-98.3096008300781,"US","Grand Island","US-NE","KGRI","GRI","NA",1847
"Pellston, MI: Pellston Regional Airport of Emmet County",445,242141,14150,"PLN","Pellston, MI","MI",43,"medium_airport",45.57089996,-84.79669952,"US","Pellston","US-MI","KPLN","PLN","NA",721
"St. Lucia, Saint Lucia: George F. Charles",234,241353,14884,"SLU","St. Lucia, Saint Lucia","",276,"medium_airport",14.0202,-60.992901,"LC","Castries","LC-02","TLPC","","NA",22
"Aberdeen, SD: Aberdeen Regional",409,236674,10141,"ABR","Aberdeen, SD","SD",67,"medium_airport",45.4491004943848,-98.4217987060547,"US","Aberdeen","US-SD","KABR","ABR","NA",1302
"Ponta Delgada, Portugal: Ponta Delgada Airport",138,234733,14051,"PDL","Ponta Delgada, Portugal","",469,"large_airport",37.7411994934,-25.6979007721,"PT","Ponta Delgada","PT-20","LPPD","","EU",259
"Torreon, Mexico: Torreon International",512,234517,15317,"TRC","Torreon, Mexico","",148,"medium_airport",25.5683002472,-103.411003113,"MX","Torreón","MX-COA","MMTC","","NA",3688
"Eau Claire, WI: Chippewa Valley Regional",460,234456,11471,"EAU","Eau Claire, WI","WI",45,"medium_airport",44.8657989501953,-91.4842987060547,"US","Eau Claire","US-WI","KEAU","EAU","NA",913
"Rota, TT: Benjamin Taisacan Mangiona International",661,233313,14582,"ROP","Rota, TT","TT",5,"medium_airport",14.1743001937866,145.24299621582,"MP","Rota Island","MP-U-A","PGRO","GRO","OC",607
"Waterloo, IA: Waterloo Regional",450,232209,10268,"ALO","Waterloo, IA","IA",61,"medium_airport",42.5570983886719,-92.4002990722656,"US","Waterloo","US-IA","KALO","ALO","NA",873
"Bemidji, MN: Bemidji Regional",697,229028,10631,"BJI","Bemidji, MN","MN",63,"medium_airport",47.50939941,-94.93370056,"US","Bemidji","US-MN","KBJI","BJI","NA",1391
"London, Canada: London Airport",448,228397,16252,"YXU","London, Canada","ON",936,"large_airport",43.0355987549,-81.1539001465,"CA","London","CA-ON","CYXU","","NA",912
"Modesto, CA: Modesto City-County-Harry Sham Field",187,228373,13424,"MOD","Modesto, CA","CA",91,"medium_airport",37.62580109,-120.9540024,"US","Modesto","US-CA","KMOD","MOD","NA",97
"Rock Springs, WY: Rock Springs Sweetwater County",594,228002,14543,"RKS","Rock Springs, WY","WY",88,"medium_airport",41.59420013,-109.0650024,"US","Rock Springs","US-WY","KRKS","RKS","NA",6764
"Santa Fe, NM: Santa Fe Municipal",358,226899,14674,"SAF","Santa Fe, NM","NM",86,"medium_airport",35.617099762,-106.088996887,"US","Santa Fe","US-NM","KSAF","SAF","NA",6348
"Yakutat, AK: Yakutat Airport",1080,225415,15991,"YAK","Yakutat, AK","AK",1,"medium_airport",59.5032997131,-139.660003662,"US","Yakutat","US-AK","PAYA","YAK","NA",33
"Moss Town, The Bahamas: Exuma International",428,221928,11907,"GGT","Moss Town, The Bahamas","",204,"medium_airport",23.5625991821,-75.8779983521,"BS","George Town","BS-EX","MYEF","","NA",9
"Longview, TX: East Texas Regional",421,221343,11905,"GGG","Longview, TX","TX",74,"medium_airport",32.3839988708496,-94.7115020751953,"US","Longview","US-TX","KGGG","GGG","NA",365
"Hancock/Houghton, MI: Houghton County Memorial",552,220715,11076,"CMX","Hancock/Houghton, MI","MI",43,"medium_airport",47.168399810791,-88.4890975952148,"US","Hancock","US-MI","KCMX","CMX","NA",1095
"Muskegon, MI: Muskegon County",290,216675,13344,"MKG","Muskegon, MI","MI",43,"small_airport",43.16949844,-86.23819733,"US","Muskegon","US-MI","KMKG","MKG","NA",629
"Williamsport, PA: Williamsport Regional",328,216617,12365,"IPT","Williamsport, PA","PA",23,"medium_airport",41.2417984008789,-76.9210968017578,"US","Williamsport","US-PA","KIPT","IPT","NA",529
"Recife, Brazil: Guararapes Gilberto Freyre International",89,214134,14496,"REC","Recife, Brazil","",316,"medium_airport",-8.12648963928223,-34.9235992431641,"BR","Recife","BR-PE","SBRF","","SA",33
"Krakow, Poland: John Paul II - Balice",166,213917,12789,"KRK","Krakow, Poland","",467,"large_airport",50.0777015686035,19.7847995758057,"PL","Kraków","PL-MA","EPKK","","EU",791
"Youngstown/Warren, OH: Youngstown-Warren Regional",686,209969,16133,"YNG","Youngstown/Warren, OH","OH",44,"medium_airport",41.26070023,-80.67910004,"US","Youngstown/Warren","US-OH","KYNG","YNG","NA",1192
"Chuuk, Federated States of Micronesia: Chuuk International",134,208014,15237,"TKK","Chuuk, Federated States of Micronesia","",810,"medium_airport",7.46187019348145,151.843002319336,"FM","Weno Island","FM-TRK","PTKK","TKK","OC",11
"Klamath Falls, OR: Klamath Falls Airport",694,200563,13024,"LMT","Klamath Falls, OR","OR",92,"medium_airport",42.1561012268066,-121.733001708984,"US","Klamath Falls","US-OR","KLMT","LMT","NA",4095
"Koror, Palau: Babelthuap",255,198928,14583,"ROR","Koror, Palau","",854,"medium_airport",7.36765003204346,134.544006347656,"PW","Babelthuap Island","PW-004","PTRO","ROR","OC",176
"Paducah, KY: Barkley Regional",197,198780,14006,"PAH","Paducah, KY","KY",52,"medium_airport",37.0607986450195,-88.7738037109375,"US","Paducah","US-KY","KPAH","PAH","NA",410
"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",576,197845,11315,"DIK","Dickinson, ND","ND",66,"medium_airport",46.7974014282,-102.802001953,"US","Dickinson","US-ND","KDIK","DIK","NA",2592
"Apia, Samoa: Faleolo International",253,195897,10338,"APW","Apia, Samoa","",892,"medium_airport",-13.8299999237061,-172.007995605469,"WS","Apia","WS-AA","NSFA","","OC",58
"Bonaire, Bonaire, Sint Eustatius, and Saba: Flamingo",404,194400,10717,"BON","Bonaire, Netherlands Antilles","",259,"medium_airport",12.1309995651245,-68.2685012817383,"BQ","Kralendijk","BQ-U-A","TNCB","","NA",20
"Williston, ND: Sloulin Field International",700,193915,12389,"ISN","Williston, ND","ND",66,"medium_airport",48.177898407,-103.641998291,"US","Williston","US-ND","KISN","ISN","NA",1982
"Farmington, NM: Four Corners Regional",1103,193592,11711,"FMN","Farmington, NM","NM",86,"medium_airport",36.7411994934,-108.230003357,"US","Farmington","US-NM","KFMN","FMN","NA",5506
"Veracruz, Mexico: General Heriberto Jara International",247,192616,15584,"VER","Veracruz, Mexico","",148,"medium_airport",19.1459007263,-96.1873016357,"MX","Veracruz","MX-VER","MMVR","","NA",90
"Chico, CA: Chico Municipal",259,190521,11002,"CIC","Chico, CA","CA",91,"small_airport",39.79539871,-121.8580017,"US","Chico","US-CA","KCIC","CIC","NA",240
"Tupelo, MS: Tupelo Regional",362,188699,15374,"TUP","Tupelo, MS","MS",53,"medium_airport",34.2681007385254,-88.7698974609375,"US","Tupelo","US-MS","KTUP","TUP","NA",346
"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",920,188239,11233,"CYS","Cheyenne, WY","WY",88,"medium_airport",41.15570068,-104.8119965,"US","Cheyenne","US-WY","KCYS","CYS","NA",6159
"Brainerd, MN: Brainerd Lakes Regional",457,184541,10739,"BRD","Brainerd, MN","MN",63,"medium_airport",46.39830017,-94.13809967,"US","Brainerd","US-MN","KBRD","BRD","NA",1232
"Majuro, Marshall Islands: Marshall Islands International",339,181692,13162,"MAJ","Majuro, Marshall Islands","",844,"medium_airport",7.06476020812988,171.272003173828,"MH","Majuro Atoll","MH-MAJ","PKMJ","MAJ","OC",6
"Friday Harbor, WA: Friday Harbor Airport",2893,178440,11762,"FRD","Friday Harbor, WA","WA",93,"small_airport",48.5219993591,-123.024002075,"US","Friday Harbor","US-WA","KFHR","FHR","NA",113
"Tinian, TT: Tinian International",103,177961,15215,"TIQ","Tinian, TT","TT",5,"medium_airport",14.9991998672485,145.619003295898,"MP","Tinian Island","MP-U-A","PGWT","TNI","OC",271
"Aniak, AK: Aniak Airport",9934,177554,10304,"ANI","Aniak, AK","AK",1,"medium_airport",61.581600189209,-159.542999267578,"US","Aniak","US-AK","PANI","ANI","NA",88
"Porto, Portugal: Porto Airport",103,174512,13900,"OPO","Porto, Portugal","",469,"large_airport",41.2481002808,-8.68138980865,"PT","Porto","PT-13","LPPR","","EU",228
"St. John's, Canada: St. John's International",331,174198,16268,"YYT","St. John's, Canada","NL",961,"large_airport",47.618598938,-52.7518997192,"CA","St. John's","CA-NL","CYYT","","NA",461
"Sapporo, Japan: New Chitose",466,174088,11170,"CTS","Sapporo, Japan","",736,"large_airport",42.7751998901367,141.692001342773,"JP","Chitose / Tomakomai","JP-01","RJCC","","AS",82
"Karachi, Pakistan: Jinnah International",63,173365,12681,"KHI","Karachi, Pakistan","",764,"medium_airport",24.9064998626709,67.1607971191406,"PK","Karachi","PK-SD","OPKC","","AS",100
"Valencia, Venezuela: Arturo Michelena International",254,171526,15610,"VLN","Valencia, Venezuela","",388,"medium_airport",10.1497325897217,-67.9283981323242,"VE","Valencia","VE-G","SVVA","","SA",1411
"Loreto, Mexico: Loreto International",258,171449,13095,"LTO","Loreto, Mexico","",148,"medium_airport",25.989200592041,-111.347999572754,"MX","Loreto","MX-BCS","MMLT","","NA",34
"Trenton, NJ: Trenton Mercer",366,170778,15356,"TTN","Trenton, NJ","NJ",21,"medium_airport",40.2766990661621,-74.8134994506836,"US","Trenton","US-NJ","KTTN","TTN","NA",213
"San Juan, PR: Isla Grande",322,166658,14819,"SIG","San Juan, PR","PR",3,"medium_airport",18.4568004608154,-66.0980987548828,"PR","San Juan","PR-U-A","TJIG","SIG","NA",10
"Cold Bay, AK: Cold Bay Airport",2820,164176,10917,"CDB","Cold Bay, AK","AK",1,"medium_airport",55.2061004638672,-162.725006103516,"US","Cold Bay","US-AK","PACD","CDB","NA",96
"Mason City, IA: Mason City Municipal",220,162487,13211,"MCW","Mason City, IA","IA",61,"medium_airport",43.1577987671,-93.3312988281,"US","Mason City","US-IA","KMCW","MCW","NA",1213
"Sal Island, Cape Verde: Amilcar Cabral International",97,161196,14818,"SID","Sal Island, Cape Verde","",507,"medium_airport",16.7413997650146,-22.9493999481201,"CV","Espargos","CV-B","GVAC","","AF",177
"Meridian, MS: Key Field",176,156803,13241,"MEI","Meridian, MS","MS",53,"medium_airport",32.3325996398926,-88.7518997192383,"US","Meridian","US-MS","KMEI","MEI","NA",297
"Alpena, MI: Alpena County Regional",352,156680,10333,"APN","Alpena, MI","MI",43,"medium_airport",45.0780983,-83.56030273,"US","Alpena","US-MI","KAPN","APN","NA",690
"Hibbing, MN: Range Regional",300,154143,12129,"HIB","Hibbing, MN","MN",63,"large_airport",47.38660049,-92.83899689,"US","Hibbing","US-MN","KHIB","HIB","NA",1354
"Riyadh, Saudi Arabia: King Khalid International",184,154139,14645,"RUH","Riyadh, Saudi Arabia","",670,"large_airport",24.9575996398926,46.6987991333008,"SA","Riyadh","SA-01","OERK","","AS",2049
"Worcester, MA: Worcester Regional",351,150545,13933,"ORH","Worcester, MA","MA",13,"medium_airport",42.2672996520996,-71.8757019042969,"US","Worcester","US-MA","KORH","ORH","NA",1009
"International Falls, MN: Falls International",310,150504,12343,"INL","International Falls, MN","MN",63,"medium_airport",48.5662002563477,-93.4030990600586,"US","International Falls","US-MN","KINL","INL","NA",1185
"Galena, AK: Edward G. Pitka Sr.",6364,150370,11844,"GAL","Galena, AK","AK",1,"medium_airport",64.73619843,-156.9369965,"US","Galena","US-AK","PAGA","GAL","NA",153
"Sendai, Japan: Sendai Airport",213,148744,14733,"SDJ","Sendai, Japan","",736,"medium_airport",38.1397018433,140.917007446,"JP","Sendai","JP-04","RJSS","","AS",15
"Pierre, SD: Pierre Regional",688,148280,14120,"PIR","Pierre, SD","SD",67,"medium_airport",44.38270187,-100.2860031,"US","Pierre","US-SD","KPIR","PIR","NA",1744
"Puebla, Mexico: Hermanos Serdan International",385,148171,14022,"PBC","Puebla, Mexico","",148,"medium_airport",19.1581001282,-98.3713989258,"MX","Puebla","MX-PUE","MMPB","","NA",7361
"Marigot, Dominica: Melville Hall",234,146407,11372,"DOM","Marigot, Dominica","",221,"medium_airport",15.5469999313354,-61.2999992370605,"DM","Marigot","DM-02","TDPD","","NA",73
"North Eleuthera, The Bahamas: North Eleuthera Airport",322,144701,11534,"ELH","North Eleuthera, The Bahamas","",204,"medium_airport",25.474899292,-76.6835021973,"BS","North Eleuthera","BS-HI","MYEH","","NA",13
"London, United Kingdom: Stansted",594,144478,15018,"STN","London, United Kingdom","",493,"large_airport",51.8849983215,0.234999999404,"GB","London","GB-ENG","EGSS","","EU",348
"Sheridan, WY: Sheridan County",504,144363,14812,"SHR","Sheridan, WY","WY",88,"medium_airport",44.7691993713379,-106.980003356934,"US","Sheridan","US-WY","KSHR","SHR","NA",4021
"Pisa, Italy: Pisa Airport",93,142437,14250,"PSA","Pisa, Italy","",450,"large_airport",43.6838989257812,10.3927001953125,"IT","Pisa","IT-52","LIRP","","EU",6
"Watertown, SD: Watertown Regional",240,139419,10409,"ATY","Watertown, SD","SD",67,"medium_airport",44.91400146,-97.15470123,"US","Watertown","US-SD","KATY","ATY","NA",1749
"Sault Ste. Marie, MI: Chippewa County International",326,138214,11013,"CIU","Sault Ste. Marie, MI","MI",43,"medium_airport",46.2508010864258,-84.4723968505859,"US","Sault Ste Marie","US-MI","KCIU","CIU","NA",800
"Portsmouth, NH: Portsmouth International at Pease",640,137885,14259,"PSM","Portsmouth, NH","NH",14,"medium_airport",43.0778999329,-70.8233032227,"US","Portsmouth","US-NH","KPSM","PSM","NA",100
"Valdez, AK: Valdez Pioneer Field",335,135511,15579,"VDZ","Valdez, AK","AK",1,"medium_airport",61.13389969,-146.2480011,"US","Valdez","US-AK","PAVD","VDZ","NA",121
"Camaguey, Cuba: Ignacio Agramonte International",229,134274,11075,"CMW","Camaguey, Cuba","",219,"medium_airport",21.4202995300293,-77.8475036621094,"CU","Camaguey","CU-09","MUCM","","NA",413
"Garden City, KS: Garden City Regional",691,131713,11867,"GCK","Garden City, KS","KS",62,"medium_airport",37.9275016785,-100.723999023,"US","Garden City","US-KS","KGCK","GCK","AF",2891
"Escanaba, MI: Delta County",441,130678,11587,"ESC","Escanaba, MI","MI",43,"small_airport",45.7226982117,-87.0936965942,"US","Escanaba","US-MI","KESC","ESC","NA",609
"Holguin, Cuba: Frank Pais International",283,130347,12180,"HOG","Holguin, Cuba","",219,"medium_airport",20.7856006622314,-76.3151016235352,"CU","Holguin","CU-11","MUHG","","NA",361
"Riverton/Lander, WY: Riverton Regional",379,128215,14534,"RIW","Riverton/Lander, WY","WY",88,"medium_airport",43.064201355,-108.459999084,"US","Riverton","US-WY","KRIW","RIW","NA",5525
"St. Cloud, MN: St. Cloud Regional",183,126781,15008,"STC","St. Cloud, MN","MN",63,"medium_airport",45.5466003417969,-94.0598983764648,"US","St Cloud","US-MN","KSTC","STC","NA",1031
"Tampico, Mexico: General Francisco Javier Mina International",172,126295,15125,"TAM","Tampico, Mexico","",148,"medium_airport",22.2964000702,-97.8658981323,"MX","Tampico","MX-TAM","MMTM","","NA",80
"Presque Isle/Houlton, ME: Northern Maine Regional at Presque Isle",294,124433,14231,"PQI","Presque Isle/Houlton, ME","ME",12,"medium_airport",46.68899918,-68.0447998,"US","Presque Isle","US-ME","KPQI","PQI","NA",534
"Page, AZ: Page Municipal",908,123985,14081,"PGA","Page, AZ","AZ",81,"medium_airport",36.92610168,-111.447998,"US","Page","US-AZ","KPGA","PGA","NA",4316
"Villahermosa, Mexico: C. P. A. Carlos Rovirosa International",149,123806,15632,"VSA","Villahermosa, Mexico","",148,"medium_airport",17.9969997406006,-92.8173980712891,"MX","Villahermosa","MX-TAB","MMVA","","NA",46
"Unalakleet, AK: Unalakleet Airport",8287,123152,15478,"UNK","Unalakleet, AK","AK",1,"small_airport",63.88840103,-160.798996,"US","Unalakleet","US-AK","PAUN","UNK","NA",27
"Belleville, IL: Scott AFB/MidAmerica",262,121546,10676,"BLV","Belleville, IL","IL",41,"large_airport",38.54520035,-89.83519745,"US","Belleville","US-IL","KBLV","BLV","NA",459
"Pointe A Pitre, Guadeloupe: Le Raizet",360,120192,14278,"PTP","Pointe A Pitre, Guadeloupe","",235,"medium_airport",16.2653007507324,-61.5317993164062,"GP","Pointe-à-Pitre Le Raizet","GP-U-A","TFFR","","NA",36
"La Paz, Mexico: General Manuel Marquez de Leon International",164,119410,12886,"LAP","La Paz, Mexico","",148,"medium_airport",24.0727005005,-110.361999512,"MX","La Paz","MX-BCS","MMLP","","NA",69
"Joplin, MO: Joplin Regional",209,118658,12511,"JLN","Joplin, MO","MO",64,"large_airport",37.151798248291,-94.4982986450195,"US","Joplin","US-MO","KJLN","JLN","NA",981
"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",275,118407,14109,"PIB","Hattiesburg/Laurel, MS","MS",53,"medium_airport",31.4671001434326,-89.3370971679688,"US","Hattiesburg/Laurel","US-MS","KPIB","PIB","NA",298
"New Bedford/Fall River, MA: New Bedford Regional",271,117668,11615,"EWB","New Bedford/Fall River, MA","MA",13,"medium_airport",41.6761016845703,-70.956901550293,"US","New Bedford","US-MA","KEWB","EWB","NA",80
"Cienfuegos, Cuba: Jaime Gonzalez",216,117108,10954,"CFG","Cienfuegos, Cuba","",219,"medium_airport",22.1499996185303,-80.4141998291016,"CU","Cienfuegos","CU-06","MUCF","","NA",102
"Yap, Federated States of Micronesia: Yap International",146,116119,15994,"YAP","Yap, Federated States of Micronesia","",810,"medium_airport",9.49890995025635,138.082992553711,"FM","Yap Island","FM-YAP","PTYA","T11","OC",91
"Laramie, WY: Laramie Regional",428,114927,12888,"LAR","Laramie, WY","WY",88,"medium_airport",41.3120994567871,-105.675003051758,"US","Laramie","US-WY","KLAR","LAR","NA",7284
"Mammoth Lakes, CA: Mammoth Lakes Airport",115,112147,13388,"MMH","Mammoth Lakes, CA","CA",91,"small_airport",37.62409973,-118.8379974,"US","Mammoth Lakes","US-CA","KMMH","MMH","NA",7135
"Luanda, Angola: Luanda 4 de Fevereiro",125,111858,12876,"LAD","Luanda, Angola","",502,"medium_airport",-8.85836982727051,13.2312002182007,"AO","Luanda","AO-LUA","FNLU","","AF",243
